,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,time_signature,albumName,albumID
9419,Rudimental,Let Me Live (feat. Anne-Marie & Mr Eazi) - Banx & Ranx Remix,177323,2021-08-25 11:08:00,0.525,0.855,5,-3.209,0,0.308,0.0192,0.0,0.0976,0.809,87.567,3YSP4fARqLlh8iwwb3V5yK,4,Let Me Live (feat. Anne-Marie & Mr Eazi) [Banx & Ranx Remix],0B4p57zsUFMMVIm2tXIqOQ
9420,RÜFÜS DU SOL,No Place,237986,2021-08-25 11:12:00,0.612,0.876,4,-6.247,0,0.0315,0.0167,0.175,0.189,0.187,120.022,6rLQZW36LaEUGWl3sWTg7v,4,SOLACE,5Jazpq8mEgSgQs06mdwkQd
9421,Tez Cadey,Seve - Radio Edit,32064,2021-08-25 11:20:00,0.74,0.831,5,-7.321,1,0.0456,0.444,0.00304,0.0769,0.448,121.034,6UqRGwjwYL0stXbaodTxwo,4,Seve (Radio Edit),40d8W7uNHGeih483QVvLu4
9423,Sam Feldt,Runaways (feat. Teemu),182400,2021-08-25 11:30:00,0.75,0.57,11,-5.724,1,0.0311,0.184,0.0,0.129,0.644,119.95,7N3KIPb2x4FzKUeonhw9sd,4,Runaways (feat. Teemu),0cvwZJlRI7a6aUY3CB24dj
9425,Bebe Rexha,Last Hurrah - David Guetta Remix,191868,2021-08-25 11:37:00,0.683,0.712,11,-6.954,0,0.0528,0.105,1.82e-06,0.21,0.59,91.033,66wF9HWqR8RpQ47tiVQpgx,4,Last Hurrah (David Guetta Remix),4KIlCXWsC5D7tHNM1PsfhG
9427,One Direction,Back For You,3297,2021-08-25 11:50:00,0.569,0.911,2,-2.705,1,0.0772,0.0194,0.0,0.0925,0.51,160.054,02O8hDaIJPEUHh9XEj0u76,4,Take Me Home (Expanded Edition),2sWX3HYnZjPZ9MrH6MFsBt
9429,Maroon 5,Leaving California,114032,2021-08-25 11:57:00,0.501,0.704,3,-5.64,1,0.0326,0.284,0.0,0.155,0.27,97.039,6CjspLw4dCBJm0g4AT36Ga,4,V (Asia Tour Edition),6LtzdMGhOCh9s6sssWrpuD
9430,LMFAO,Sorry For Party Rocking,78060,2021-08-25 12:30:00,0.6,0.877,5,-4.351,1,0.165,0.00213,0.0,0.413,0.55,133.998,68rRbbwmXydDOqhArVTFTX,4,Sorry For Party Rocking,0D49RvtlLCKyxeDKDnBU2R
9431,Liwia Antas,Spirals,4481,2021-08-25 13:59:00,0.399,0.192,0,-24.573,0,0.0277,0.751,0.934,0.107,0.577,79.983,2V44hSJNBbay5Xsxm5isjy,1,Spirals,6mNT1NjK9v4rtENleh3QPO
9435,Howard Harper-Barnes,Interpretations,157681,2021-08-26 05:38:00,0.472,0.21,7,-17.962,0,0.0288,0.917,0.945,0.124,0.155,109.988,6PIbpT7ray6ixif2v6RIIa,4,Whisper of the Pines,4s6a8srmUVV3FBbhNIdqTj
9436,Night Sounds,Contemplation,182068,2021-08-26 05:41:00,0.471,0.213,2,-13.171,1,0.0394,0.847,0.956,0.0942,0.113,116.35,6dAScKFmnc7epcmlV7uXRv,4,Contemplation,4X1afAsNqXENvFo1ijXnau
9437,Lucy Vincent,Cascade Falls,232000,2021-08-26 05:48:00,0.0,0.0269,11,-11.376,1,0.0,0.000928,0.981,0.572,0.0,0.0,7HkRvtCjXgZcQ2fyP3xYf5,0,Waterfall Near Me Sounds,4UIrA5QKiDenDhIgutgt2W
9438,Infinity Ripple,Coherent,172236,2021-08-26 05:54:00,0.301,0.203,6,-19.67,1,0.0309,0.876,0.793,0.134,0.0591,106.144,1uY4VwWRWOVksAcZy9PLqo,3,Wax Figures,21jfPwKTFCZsmRpn23hdMD
9439,Jars Of Bees,Wandering,195428,2021-08-26 06:00:00,0.215,0.128,0,-19.407,1,0.0409,0.721,0.941,0.0862,0.0829,139.983,3DSmKmCgRH7vSmdZXBbH4P,4,An Opening,5n0dpiHtn11yPUbyBQY5Ak
9440,Crystal Fragments,Aquamarine,172525,2021-08-26 06:03:00,0.263,0.0675,9,-24.308,0,0.0351,0.946,0.837,0.105,0.128,79.694,4PYGGaGGsxGOs6XYZz5I1Y,4,Gemstones,49YUDHxGI9cWomQNQp1h1L
9462,Eleanor Arroway,Touch of My Soul,231116,2021-08-26 13:19:00,0.18,0.0545,0,-28.084,1,0.0312,0.981,0.962,0.0894,0.0506,71.586,7mBZGPbX8nmWRZfhityZda,4,Reaching Out,3RoG4xBbhThunES2bojEm7
9463,Florian Beck,Relief,104262,2021-08-26 13:24:00,0.353,0.00694,2,-20.405,1,0.0444,0.991,0.946,0.106,0.152,131.943,0tCTXGCsD8wgeLtYQ1b5H1,4,Relief,5Gk1eWQHJU6mJEuwGADs2f
9464,Agaton Simon,Pisces,127670,2021-08-26 13:30:00,0.258,0.0613,2,-25.435,1,0.0376,0.934,0.884,0.11,0.0584,124.693,1Ff9bSqXJkerZyKfBtLUNw,5,Pisces,0uJZ0SfKEnNr45JmoNY3Zt
9465,Pathfinder,The Mystery,221088,2021-08-26 13:37:00,0.198,0.141,0,-21.358,1,0.0379,0.806,0.835,0.0961,0.0334,74.184,0FsQ35iQbVF9UQPZxBhbo1,3,The Mystery,5Khvo321SMlp5HVK6ZZDud
9466,Leah Maur,Slow Down,196291,2021-08-26 13:40:00,0.777,0.856,0,-3.825,0,0.0356,0.0121,0.000838,0.0604,0.959,127.011,1WoIymsErhysJul6nsyCRa,4,Dance Rock,4rIHoLwTP3ByOicw0JIafh
9467,Monorie,Solitary minds,239000,2021-08-26 13:44:00,0.0769,0.0805,4,-25.778,0,0.0417,0.943,0.879,0.0873,0.0327,58.124,7jj1D2ltdxesJOy4n3Z6dg,4,Solitary minds,3uQisjl6dSY4WnxXxv4GLF
9468,Escape Velocity,Equinox,209437,2021-08-26 13:57:00,0.671,0.515,1,-16.738,1,0.0388,0.815,0.932,0.11,0.0984,105.001,78MK55UVcSHXWpNuT0I1bC,4,Stratford Ct. | Sonus Auri,2OheibbdAadKBRKiCAv0M9
9469,Peaceful Drone,Beautiful And Forgotten,361411,2021-08-26 14:03:00,0.0693,0.021,4,-32.263,1,0.0341,0.948,0.828,0.0948,0.0343,70.962,24bIHvdxjF97SjZOhjgh3I,4,Pandora,0Vu7gNetmUMYK69aV4h0GN
9471,Ben Jinn,Spatsmanium,191268,2021-08-26 14:09:00,0.193,0.0395,5,-25.386,1,0.0465,0.876,0.948,0.11,0.0399,61.537,7jUjRQpX5NCXhOgwtW5J47,4,Spatsmanium,5sEk9boEfqnmH7i4h3DxEx
9472,Multicolored Dreams,Wrapped in Warmth,212400,2021-08-26 14:13:00,0.216,0.148,0,-19.054,1,0.0447,0.175,0.814,0.108,0.0311,120.107,6vUO4F4h0Fg01FyiWFa8hb,4,Wrapped in Warmth,6gX6pglJXaKDnCdC6x2Ls6
9473,Holographic Seawaves,Quietud,179916,2021-08-26 14:16:00,0.301,0.0903,9,-23.263,0,0.0325,0.972,0.896,0.105,0.0748,90.072,5V5TF6nM3jYyvJENU2P8RK,4,Dusk Thoughts,2UY6uIUDMOrnqGrrSjbg7j
9474,Shy Monster,In a Lifetime,88490,2021-08-26 14:20:00,0.112,0.013,10,-23.508,0,0.0457,0.227,0.922,0.112,0.291,69.378,2ABewFysEqaZ7PNDXc2ISD,5,In a Lifetime (Original Motion Picture Soundtrack),0QAzm4rHWMErZyYqRPa93s
9566,Ed Shields,Call for Desolation,208992,2021-08-31 13:58:00,0.413,0.14,4,-17.066,0,0.0335,0.775,0.721,0.121,0.159,84.824,2bqjTFu2VeFyk4EjP53ZzR,4,Don't Be a Stranger,6Da3hBkLQGWcHFenUCYIBS
9567,Oliver Évilo,Fragments,131750,2021-08-31 14:03:00,0.408,0.783,2,-5.081,1,0.0589,0.101,3.45e-06,0.181,0.344,175.956,0qH4xYxCrvqO86YyLbkTrB,4,Fallen Embers,4YomxhmDglPvD93W3T6l1V
9568,Niel Hupkes,Nog een nacht,228000,2021-08-31 14:07:00,0.159,0.0159,2,-30.217,1,0.0363,0.99,0.912,0.108,0.0459,60.46,6BWqIj8dGln3EDBRnBNXuW,4,Nog een nacht,0DtlTGbM8Ah3R0pRvP7Tte
9569,Arush Mandal,Unity,201224,2021-08-31 14:11:00,0.707,0.88,4,-3.211,0,0.0317,0.00424,0.0379,0.0534,0.565,105.003,47qYqGPgMTh3l1PRKBHEfI,4,Unity,1cxmFr3tma40mHVD1NsLAV
9570,The Aural Healer,The Room Within,185789,2021-08-31 14:16:00,0.131,0.0177,0,-30.986,1,0.0371,0.992,0.953,0.0874,0.141,72.933,3wrWMQWCtBV8162VgCU2o2,3,Simple Habit,6DcCzJdg8MRc9s6jFKtXl5
9575,The Chainsmokers,Young,138025,2021-08-31 17:37:00,0.615,0.564,9,-6.384,1,0.0291,0.0105,0.0,0.148,0.454,103.006,1KeZgPUr54C8iz3FjqzVoz,4,Memories...Do Not Open,4JPguzRps3kuWDD5GS6oXr
9576,Ben Pearce,What I Might Do,195737,2021-08-31 17:41:00,0.839,0.644,8,-8.39,1,0.0731,0.0502,0.836,0.104,0.385,122.04,5ea9yZi9Dv6MuJa8V2kpUq,4,What I Might Do (Radio Edit),4SdrC7w58BEVFdaOhbWbBG
9577,Kygo,Firestone,271640,2021-08-31 17:49:00,0.704,0.634,11,-7.374,0,0.0428,0.393,3.17e-05,0.0952,0.411,113.927,1I8tHoNBFTuoJAlh4hfVVE,4,Cloud Nine,0uMIzWh1uEpHEBell4rlF8
9712,Auvic,Atone & Bloom,74202,2021-09-02 19:45:00,0.544,0.807,5,-8.014,0,0.0742,0.0487,0.259,0.351,0.522,100.085,6ZJ3NPR2M6sZ5XQzBsJMP0,4,Soulfire: Ascension,7iuglQBuhI9IhaMASzypC2
9713,evening cinema,After All,26809,2021-09-02 20:23:00,0.501,0.556,5,-5.628,1,0.0266,0.361,0.000133,0.115,0.165,82.017,38UDoZyudPWXLzXRAb71oP,4,After All,3kxT5SN1GQ3j3kS9NHOsYI
9717,Money Man,24 (feat. Lil Baby),150428,2021-09-03 04:46:00,0.868,0.638,2,-7.746,1,0.0736,0.146,0.0565,0.0931,0.459,126.03,0xUvi7wldroBzaZCengPa5,4,Epidemic (Deluxe),3raeLaYMyhfb67HgnnNrsg
9718,Lorde,The Man with the Axe,255890,2021-09-03 04:52:00,0.553,0.128,4,-15.25,1,0.0344,0.954,1.83e-05,0.163,0.14,78.053,2H5Jd3hSCXChjPMrkn3vEH,4,Solar Power (Deluxe Edition),3lK2JRwfIOn2NaYtgEGTmZ
9719,Boy In Space,7UP - Acoustic,51743,2021-09-03 04:53:00,0.691,0.207,0,-11.8,1,0.0346,0.872,0.0,0.109,0.317,124.908,5vreJd08NqR1OoOZ7fZ8kv,4,7UP (Acoustic),7uZDPGiH4yjrQGq8xlghq0
9728,Our Last Night,Heavy,12639,2021-09-03 09:52:00,0.639,0.791,2,-5.01,0,0.0527,0.0483,0.000516,0.128,0.361,130.08,2Gh7po599CSlBe7TclyGoa,4,Alt Rap,72lNBtTRTdFqKAgdFxbv7t
9730,Mac Hunt,Haircut,178116,2021-09-03 10:09:00,0.63,0.451,4,-8.155,1,0.0512,0.184,1.38e-06,0.117,0.544,140.047,4QsbDQFXKENLSBC8QZn487,4,Haircut,62I2V3xYw6AN8C7Zahuhbt
9732,Jeremy Zucker,scared,207520,2021-09-03 10:29:00,0.583,0.075,5,-15.843,1,0.0726,0.933,1.4e-06,0.111,0.347,108.418,6r2JV75tE0vNgNCv4HKsBC,4,,
9750,samashi,endure pain,13226,2021-09-03 14:05:00,0.226,0.608,5,-9.683,0,0.0822,0.00129,0.387,0.165,0.124,92.862,5jA3XlSxDfv4IZFltS6Mgj,4,Oldschool Memories,4KVVvtVBpXWvKCeRAtP1Bq
9831,MKTO,How Can I Forget,2794,2021-09-05 20:35:00,0.796,0.53,8,-5.967,1,0.0558,0.69,0.0,0.0646,0.754,105.031,6TK8v3cAfA1XCy6nZ1JOMe,4,How Can I Forget,7wXSTyouRQK3u9dFx6Qpfd
9832,JHart,Temporary,787,2021-09-05 20:35:00,0.641,0.543,2,-7.312,1,0.172,0.213,0.0,0.132,0.361,79.026,1pNOHMwTxPZEeWO7eO9MBM,3,Temporary,0OgOIRZT84x3YifMLuWf6F
9843,insaneintherainmusic,"Mario Raceway (From ""Mario Kart 64"")",27533,2021-09-06 17:16:00,0.711,0.848,0,-8.031,0,0.125,0.388,0.754,0.164,0.869,152.176,7pfj8gYRGQJ1XetXINptzf,4,Year 6,6k3iT10NGQRUWCWvPfaF1e
9886,Kijugo,Unravel but is it okay if it's lofi?,155000,2021-09-07 17:39:00,0.751,0.258,7,-14.304,0,0.126,0.123,0.152,0.196,0.51,60.012,640GYv0XyB1r9QsylKGFOi,4,Unravel but is it okay if it's lofi?,65q0JspgGRgglKQ33EDpAF
9919,Kijugo,Yamiyo but is it okay if it's lofi?,195428,2021-09-08 05:40:00,0.34,0.325,11,-15.831,0,0.0422,0.822,0.925,0.374,0.1,69.482,1e9SamSU6DSVdO02kVVD3J,4,Yamiyo but is it okay if it's lofi?,7ImEG7Pam0zhI0HzI0qqHc
9923,Rifti Beats,Survive and Get the Blade - Remix,188408,2021-09-08 05:56:00,0.57,0.313,4,-14.633,0,0.0494,0.613,0.837,0.18,0.721,144.061,3nmwfqQUogDinCrP1ex6dz,4,Demon Slayer,2aGI9hfkhkm008sujcwpFy
9977,Anson Seabra,Hurricane,0,2021-09-10 17:03:00,0.687,0.2,7,-13.241,1,0.0317,0.889,1.27e-06,0.122,0.244,134.993,2wfuK8f77bybu2MWiQ5Evn,4,Hurricane,267C1h0KBd2QGM368Ef9ue
9983,Alessia Cara,Out Of Love,0,2021-09-10 17:03:00,0.481,0.267,7,-9.25,1,0.0339,0.8,0.0,0.249,0.137,117.64,0NQPejtCNGnewJtNI8NBGc,3,soft songs to calm you down,7jk7DppYXXIMuQbXv9nc0J
9984,Maisie Peters,Funeral (feat. James Bay),0,2021-09-10 17:03:00,0.497,0.53,2,-5.853,1,0.0433,0.325,0.0,0.0921,0.231,149.387,22iSD46gegyVRBsNuqrVvx,4,Funeral (feat. James Bay),1slDM0u5okZsvKG4sdVbxr
9988,The Neighbourhood,Daddy Issues,0,2021-09-10 17:03:00,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,5E30LdtzQTGqRvNd7l6kG5,4,Wiped Out!,18iFxjZugvKhuNNMbLjZJF
9992,Lauv,There's No Way (feat. Julia Michaels),0,2021-09-10 17:03:00,0.755,0.625,2,-7.114,1,0.0896,0.49,0.0,0.157,0.374,147.02,0WTN7om3lHG3yYMigwzBxl,4,There's No Way,4jL68AMzZ3OwCoWWrKtGCx
9994,U2,With Or Without You,251040,2021-09-10 17:26:00,0.54,0.429,2,-11.822,1,0.0285,0.000202,0.355,0.141,0.113,110.171,6ADSaE87h8Y3lccZlBJdXH,4,The Joshua Tree (Super Deluxe),5y6wlw1LnqFnQFruMeiwGU
10002,ZAYN,Dusk Till Dawn (feat. Sia) - Radio Edit,239000,2021-09-10 21:44:00,0.259,0.437,11,-6.589,0,0.0386,0.102,1.32e-06,0.106,0.0951,180.042,3e7sxremeOE3wTySiOhGiP,4,Icarus Falls,1DF9B2hfwX4EdgEFwGcRwh
10005,FLOW,Sign,40667,2021-09-11 05:18:00,0.363,0.914,11,-2.899,0,0.0983,0.00183,0.0,0.335,0.678,177.968,0xmWQKzc5m9rLv2ucDWxwD,4,MICROCOSM,6L0bHUXswPcOee9qM1UCIa
10033,Kijugo,Isabella's Lullaby but is it okay if it's lofi?,148260,2021-09-11 09:16:00,0.713,0.16,9,-18.828,0,0.0623,0.606,0.485,0.111,0.242,138.058,5FTu62s2XK1W0RlRmwVy3b,4,Isabella's Lullaby but is it okay if it's lofi?,2NrVk0jDR6DqBxT1JoYU8i
10037,Kijugo,Fukashigi no Carte but is it okay if it's lofi?,165000,2021-09-11 09:30:00,0.792,0.138,2,-17.393,0,0.0832,0.949,0.942,0.124,0.434,80.028,1X6P1bmORix03PpL5oIxRj,4,Fukashigi no Carte but is it okay if it's lofi?,5x7utfsGJ5FDJpvt4KrBK0
10043,Kijugo,Polaris but is it okay if it's lofi?,119586,2021-09-11 09:44:00,0.867,0.272,11,-13.916,0,0.275,0.228,0.919,0.157,0.557,145.039,569CIAcWLW3UzwrmGuZx8l,4,Polaris but is it okay if it's lofi?,4oySx0niNofgyJitsr8hZh
10046,Kijugo,One Punch Man but is it okay if it's lofi?,172500,2021-09-11 09:58:00,0.826,0.248,2,-11.826,1,0.0386,0.808,0.871,0.102,0.324,79.973,3NF3wBWuRRIU6Wyzauuoar,4,One Punch Man but is it okay if it's lofi?,1n4n5Y5zUo8yN5xyXGZecD
10049,NSZX,Next to you - from Parasyte,213230,2021-09-11 10:19:00,0.43,0.319,4,-14.035,0,0.0436,0.783,0.917,0.136,0.32,94.964,7cTi6CCZVWGlmnQZMQeC4B,4,Next to you (from Parasyte),1pI4ksFmyGnd5zH0ddNdwC
10051,Kijugo,Shinzo wo Sasageyo but is it okay if it's lofi?,10441,2021-09-11 10:25:00,0.879,0.438,0,-15.566,1,0.0464,0.68,0.805,0.0864,0.433,120.007,58mFTXwoEKzZUmofAYoCV2,4,Shinzo wo Sasageyo but is it okay if it's lofi?,3wepP3rIZU6dqGssnc4ctZ
10056,Nick Jonas,Right Now,201680,2021-09-11 10:42:00,0.597,0.751,6,-4.982,0,0.193,0.0104,0.0,0.0912,0.568,103.956,43wzy7JxMEfvCh8ZFeZKYk,4,Right Now,4UsjjAKbtKzmgEz2pGbv6P
10060,benny blanco,You (with Marshmello & Vance Joy) - Acoustic,151673,2021-09-11 13:08:00,0.579,0.299,11,-8.104,1,0.0661,0.855,0.0,0.133,0.315,133.037,2wcseriGAqeodDazDXgmaq,5,You (with Marshmello & Vance Joy) [Main + Acoustic],0XqS6EE0TuqdLrhJVo06jL
10068,OneRepublic,Wanted,136247,2021-09-11 13:43:00,0.668,0.534,1,-6.586,1,0.0677,0.164,0.0,0.1,0.711,145.816,6hLkeOMrhZ2CMLBp2of576,4,Wanted,19xtr8RaBkQNaDaNmXnVDj
10089,Kygo,Hot Stuff,10375,2021-09-12 12:11:00,0.681,0.773,5,-5.749,1,0.148,0.019,1.28e-06,0.11,0.429,119.961,00ETaeHUQ6lops3oWU1Wrt,4,Hot Stuff,6t95dMgjNYMtwXTKlISI42
10118,Kijugo,Cruel Angel's Thesis but is it okay if it's lofi?,201000,2021-09-13 09:03:00,0.468,0.199,0,-14.025,0,0.0626,0.923,0.938,0.321,0.501,99.94,221o9DvmsX6zOIG8BbP3nz,4,Cruel Angel's Thesis but is it okay if it's lofi?,4R3r4GXZNKcDorixQ0bU84
10133,The Midnight,Bend (Bonus Track),3493,2021-09-13 18:44:00,0.566,0.435,0,-13.302,1,0.0318,0.00839,0.00099,0.0738,0.222,161.849,4uBiaXLct2GHM2Z90zu4yc,4,Endless Summer (5 Year Anniversary Edition),3KpEQPuiA4O2zlGTQIqonm
10134,The Midnight,Wave,257139,2021-09-13 19:53:00,0.695,0.656,1,-6.038,1,0.0489,0.057,0.0,0.267,0.346,90.986,4b0k43QIZZoIUR2k563EFx,4,Poolside Party,37PX5e0WyFje36gjCLVTcd
10183,Silas Mathiasen,Hvis du bare vidste,162500,2021-09-16 06:08:00,0.22,0.0115,2,-32.556,1,0.0383,0.992,0.972,0.0961,0.0615,77.158,7vGejPhO5QFV6H8U5eMPmL,3,Hvis du bare vidste,6EDbhc47346WIRKuBXuZGk
10184,The Beautiful Star,There in the Silence,131718,2021-09-16 06:20:00,0.0928,0.0886,0,-22.297,1,0.038,0.829,0.857,0.11,0.0606,71.567,2egPExekvgp8AU7cYJw2it,4,There in the Silence,7HUFtEOuoyH7BoU3I8zId2
10195,Kygo,Stole the Show,223186,2021-09-16 07:04:00,0.64,0.635,8,-7.565,0,0.226,0.271,0.0,0.319,0.475,100.034,5masKPHeAOVNgxdLebIcK7,4,Cloud Nine,0uMIzWh1uEpHEBell4rlF8
10204,David Guetta,Get Together,83691,2021-09-16 08:51:00,0.849,0.669,7,-4.872,1,0.0966,0.0433,3.72e-06,0.0727,0.607,117.024,46W9QGI2bVjitikXmpHFgv,4,Get Together,2ofQzyhu2LGNLPfIPM0209
10235,Why Don't We,Unbelievable,167787,2021-09-16 19:16:00,0.532,0.66,7,-7.138,1,0.0825,0.105,0.000222,0.0996,0.676,130.013,1LHfEkVMR0Yj20C8lWdgpA,4,Unbelievable,5jJMdQiPyWPh8RznQyioyu
10236,Kanye West,POWER,1719,2021-09-16 19:16:00,0.542,0.914,0,-4.747,0,0.113,0.0161,0.0,0.744,0.576,153.993,2gZUPNdnz5Y45eiGxpHGSc,4,My Beautiful Dark Twisted Fantasy,20r762YmB5HeofjMCiPMLv
10237,The Chainsmokers,Don't Let Me Down,1059,2021-09-16 19:16:00,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,1i1fxkWeaMmKEB4T7zqbzK,4,Don't Let Me Down,2SByipSK8eZ2pasaIwwzhf
10251,Ed Sheeran,South of the Border (feat. Camila Cabello & Cardi B) - Cheat Codes Remix,195924,2021-09-18 11:09:00,0.845,0.766,2,-5.727,0,0.0658,0.212,0.0,0.111,0.782,114.054,19TOAlTFq0NDHvUPQR0tkr,4,South of the Border (feat. Camila Cabello & Cardi B) [Cheat Codes Remix],3BjxjIkTZKUpeZ6n5MYMNx
10295,Kygo,Stargazing,7156,2021-09-18 20:47:00,0.677,0.497,5,-5.763,1,0.0809,0.152,0.0,0.0911,0.419,99.137,0Zbbxnx4SGGHoIow4PpISP,4,Stargazing - EP,2sPYPyDFwgi1jrRTGhoxq2
10301,Ashe,Moral of the Story,201016,2021-09-18 21:15:00,0.572,0.406,10,-8.624,1,0.0427,0.587,4.48e-06,0.102,0.265,119.812,2nC3QhMI9reBIOWutbU3Tj,4,Moral of the Story,4yKwChgdGpJzf2nn3nPHfP
10303,Lord Huron,The Night We Met,208211,2021-09-18 21:22:00,0.544,0.369,2,-9.514,1,0.038,0.969,0.279,0.639,0.102,87.01,3hRV0jL3vUpRrcy398teAU,3,Strange Trails,4sD1qg4jwTZR4mvR4Iflk5
10344,Route 94,My Love (feat. Jess Glynne),259934,2021-09-19 22:27:00,0.814,0.622,8,-7.573,1,0.0492,0.000132,0.72,0.0658,0.726,119.976,61UQzeiIluhpzpMdY4ag3q,4,My Love (feat. Jess Glynne),63WK5Kd7J5kp7ctAC4l92Q
10347,Jeremy Zucker,all the kids are depressed,2866,2021-09-20 08:37:00,0.773,0.437,9,-8.281,1,0.0963,0.836,2.42e-05,0.544,0.707,103.861,75ls0gurX68lUmMjE7QcsE,4,glisten,14lSyFVCuhvEoW7ogOIzD0
10434,The Lumineers,BRIGHTSIDE,5354,2021-09-22 05:35:00,0.549,0.715,10,-7.01,1,0.0356,0.359,0.0,0.101,0.555,134.074,63q3GlHZstxXzfb0zt7ZYY,4,BRIGHTSIDE,5Vb119mjQekK46CfEWDQXW
10480,David Guetta,Sun Goes Down (feat. MAGIC! & Sonny Wilson) - Summer Remix,251924,2021-09-23 17:15:00,0.638,0.894,1,-3.886,0,0.0453,0.0124,0.0228,0.0894,0.81,120.961,7c9C0IyqbKFmxlEl9nLqO5,4,Sun Goes Down (feat. MAGIC! & Sonny Wilson),1V9ygnXH8SYHz00OIRDC1Z
10482,ODESZA,Line Of Sight (feat. WYNNE & Mansionair),237140,2021-09-23 17:51:00,0.558,0.733,8,-6.65,1,0.0693,0.0334,0.00193,0.193,0.173,89.992,2WWfjbHALIb3e7FMcj9mr4,4,A Moment Apart,3VzsvmhnUb9OZ59bq2aoNZ
10497,Tate Brusa,Not Me That You're Thinking 'Bout,271285,2021-09-23 18:46:00,0.573,0.303,1,-11.68,1,0.0457,0.776,0.000243,0.0745,0.234,140.175,16u0ZLBYb1eQiPtt32QMU0,4,Not Me That You're Thinking 'Bout,6KjNNctJCoppR0sJiA0TIz
10502,Katy Perry,This Is How We Do,204285,2021-09-23 19:37:00,0.69,0.636,9,-6.028,0,0.0457,0.0203,0.0,0.147,0.8,96.0,5vL0yvddknhGj7IrBc6UTj,4,PRISM (Deluxe),5MQBzs5YlZlE28mD9yUItn
10521,James TW,Playlist,10992,2021-09-24 16:10:00,0.699,0.643,6,-8.333,1,0.032,0.494,2.47e-06,0.0814,0.243,125.996,7oKQEoGzBbRuZHqvM0oTHQ,4,Heartbeat Changes (Part 1),76HALzXD0uNnzfCvAQhirP
10522,SLANDER,Love Is Gone - Synymata Remix,222475,2021-09-24 16:19:00,0.41,0.624,4,-4.206,0,0.0456,0.0141,3.07e-05,0.141,0.0633,138.939,7qiY0t4yd2WEOe9XiOwL3M,4,Love Is Gone (Synymata Remix),6EAGMfpNF2VhfZe9FIQWB3
10523,Kai Wachi,Run - GLD Remix,13180,2021-09-24 16:21:00,0.501,0.491,2,-6.786,0,0.0375,0.00513,6.01e-06,0.148,0.156,149.948,1goKLOUbUXovj7BSliNHgJ,4,Run (Remixes) EP,4R5ggDYysKpZhxhZ0gSL4n
10525,Two Friends,This Will Be My Year,180618,2021-09-24 16:24:00,0.498,0.745,7,-4.231,1,0.0388,0.2,0.0,0.338,0.504,75.974,11U7Iww4rFNk6tFFG5kJGJ,4,This Will Be My Year,4a2QqVjgLQeYJCbkZT5UjH
10526,SLANDER,"Anywhere (feat. shYbeast, PLYA)",287600,2021-09-24 16:37:00,0.383,0.843,1,-6.438,1,0.0656,0.00672,0.0,0.176,0.314,149.978,07ImPoPqKNwqucuPEZooBj,4,"Anywhere (feat. shYbeast, PLYA)",7b517Ob0a6KWytvqSVk6OJ
10528,Louis The Child,hate u cuz i don't (feat. Bea Miller),161038,2021-09-24 16:43:00,0.642,0.72,8,-4.868,1,0.214,0.0755,0.0,0.0713,0.345,118.042,0ebzDbmaqvnBTfoZbd90BW,4,hate u cuz i don't (feat. Bea Miller),01EtwxoHPTutToBZWQSSpG
10534,Joshua Bassett,Feel Something,140904,2021-09-24 18:32:00,0.52,0.901,0,-5.448,1,0.407,0.331,0.0,0.175,0.509,199.84,0JU7KoyKSFgY1zJV2ex6Ee,4,Feel Something,5hnjWGpT06tLDq8u8WxhGI
10543,R3HAB,Stars Align (with Jolin Tsai),161904,2021-09-25 09:44:00,0.757,0.794,9,-5.82,1,0.135,0.0497,0.00946,0.121,0.453,126.036,2RQYvKXf2WG4bqN6hPRNq6,4,Stars Align (with Jolin Tsai),79hQ8RdrbrZDjceDsdTYm5
10544,R3HAB,Downtown (with Kelvin Jones),130125,2021-09-25 09:46:00,0.799,0.572,9,-7.628,0,0.118,0.163,1.35e-06,0.214,0.557,119.967,7l5x1ePBMCWqMXwC68GKB6,4,Downtown (with Kelvin Jones),5D4iWZcrMD8jgaIHjPMKub
10551,RADWIMPS,Nandemonaiya - English Version,2560,2021-09-25 10:14:00,0.494,0.464,6,-5.747,1,0.0315,0.153,0.0,0.354,0.471,167.882,7coGhA3MmrmiOuboH32qSY,4,Your Name. (Deluxe Edition / Original Motion Picture Soundtrack),4msOF7XQKkdvBpvqmIONGW
10557,R3HAB,Bésame (I Need You) (with TINI & Reik),136200,2021-09-25 11:17:00,0.839,0.701,9,-6.029,1,0.0944,0.0165,0.00365,0.0513,0.273,99.984,25c15KvAiyM8DNmDoFqwzm,4,Bésame (I Need You) (with TINI & Reik),6F3AXexyqa3xH9VZPB7VrA
10558,R3HAB,Flames (with ZAYN),155526,2021-09-25 11:23:00,0.358,0.644,5,-8.027,0,0.0811,0.154,0.0,0.0898,0.436,152.085,3KPBh2wNoigGDMWQMeE7IV,4,Flames (The EP),4hPWxYpXTkXlL4Z7yWrXbl
